,Bankruptcies,BusinessOutlook_Industry,BusinessOutlook_Retail,Consumentenvertrouwen_1,EconomischKlimaat_2,Koopbereidheid_3,EconomischeSituatieLaatste12Maanden_4,EconomischeSituatieKomende12Maanden_5,FinancieleSituatieLaatste12Maanden_6,FinancieleSituatieKomende12Maanden_7,GunstigeTijdVoorGroteAankopen_8,CPI_1,CPIAfgeleid_2,MaandmutatieCPI_3,MaandmutatieCPIAfgeleid_4,ProducerConfidence_1,ExpectedActivity_2,CHN,JPN,FRA,USA,DEU,CAN,G20,IMP_advanceEconomies,EXP_advancedEconomies,IMP_EuroArea,Exp_EuroArea,InterestRatesNLD,M3_1,M3_2,M1,EA,US,UK,AEX_close
1995-07-01,476.0,,,10.0,13.0,8.0,14.0,12.0,7.0,13.0,4.0,,,,,-0.1,6.1,101.2395,100.1575,99.85136,98.72524,100.7228,98.3171,99.91978,,,,,,228742.0,211923.0,62137.0,6.92,5.8979,6.8769,207.891281
1995-08-01,506.0,,,14.0,19.0,10.0,19.0,20.0,9.0,15.0,6.0,,,,,-1.6,3.5,101.2836,100.3347,99.44675,98.66405,100.5267,98.16685,99.9227,,,,,,229502.0,212709.0,62548.0,6.66,5.902,6.8757,207.950272
1995-09-01,510.0,,,14.0,18.0,11.0,17.0,19.0,9.0,15.0,7.0,,,,,-2.0,5.8,101.2687,100.5847,99.06997,98.61124,100.3133,98.04609,99.92392,,,,,,229220.0,212315.0,63230.0,6.5,5.8642,6.7954,211.580521
1995-10-01,528.0,,,17.0,25.0,12.0,23.0,26.0,10.0,17.0,9.0,,,,,-2.0,6.4,101.2062,100.8831,98.76619,98.56672,100.0835,97.96746,99.925,,,,,,232289.0,215714.0,63527.0,6.75,5.9375,6.8178,205.81749
1995-11-01,515.0,,,17.0,24.0,11.0,23.0,25.0,10.0,17.0,8.0,,,,,-1.1,8.5,101.1156,101.1872,98.56471,98.54521,99.84574,97.96146,99.93151,,,,,,233674.0,216956.0,65702.0,6.45,5.8775,6.7209,216.95784
1995-12-01,404.0,,,11.0,16.0,7.0,12.0,19.0,5.0,13.0,3.0,,,,,-2.1,7.2,101.0379,101.465,98.47099,98.56164,99.60781,98.04086,99.94697,,,,,,234952.0,217799.0,67907.0,6.32,5.7571,6.5499,220.243225
1996-01-01,494.0,,,9.0,13.0,6.0,10.0,16.0,5.0,11.0,2.0,68.03,72.28,,,-1.4,10.7,101.0113,101.6929,98.47433,98.62812,99.39181,98.19485,99.97694,,,,,,236544.0,220063.0,68963.0,5.81,5.5428,6.4472,228.424927
1996-02-01,440.0,,,4.0,1.0,5.0,-1.0,3.0,4.0,11.0,1.0,68.29,72.55,0.4,0.4,-2.8,8.7,101.0668,101.8656,98.51249,98.75249,99.23259,98.40034,100.0301,,,,,,237964.0,221462.0,69342.0,5.58,5.2751,6.2455,232.890137
1996-03-01,477.0,,,-2.0,-13.0,4.0,-13.0,-12.0,2.0,9.0,1.0,68.92,73.22,0.9,0.9,-2.2,8.7,101.2777,101.9984,98.54365,98.92233,99.15059,98.64256,100.1115,,,,,,239435.0,222735.0,69905.0,5.5,5.3942,6.1399,241.253342
1996-04-01,437.0,,,-4.0,-19.0,6.0,-19.0,-20.0,5.0,11.0,2.0,69.13,73.44,0.3,0.3,-2.2,10.1,101.6837,102.1261,98.54866,99.10178,99.14439,98.91038,100.2148,,,,,,241724.0,224998.0,71603.0,5.27,5.4913,6.0845,251.667648
1996-05-01,482.0,,,0.0,-10.0,6.0,-12.0,-9.0,5.0,13.0,1.0,68.96,73.26,-0.2,-0.2,-2.2,7.5,102.318,102.2285,98.52425,99.2697,99.19431,99.17731,100.3275,,,,,,246226.0,229278.0,76692.0,5.06,5.4978,6.1165,258.696747
1996-06-01,454.0,,,4.0,-2.0,8.0,-4.0,0.0,6.0,15.0,4.0,68.67,72.95,-0.4,-0.4,-2.6,5.3,103.1649,102.3064,98.47217,99.40595,99.28539,99.41832,100.4416,,,,,,246809.0,229641.0,76686.0,5.08,5.5697,5.9348,254.267822
1996-07-01,450.0,,,9.0,7.0,10.0,4.0,10.0,7.0,18.0,6.0,68.84,73.14,0.2,0.3,-2.2,6.7,104.0947,102.3717,98.38578,99.50115,99.40986,99.6192,100.5482,,,,,,247177.0,230293.0,75610.0,5.06,5.6403,5.8217,243.104782
1996-08-01,438.0,,,9.0,7.0,11.0,3.0,10.0,8.0,18.0,6.0,68.75,73.04,-0.1,-0.1,0.0,11.4,104.5876,102.398,98.28407,99.57644,99.54955,99.79188,100.61,,,,,,246701.0,229779.0,73902.0,5.08,5.5254,5.8365,250.029495
1996-09-01,454.0,,,12.0,13.0,11.0,10.0,17.0,9.0,20.0,5.0,69.37,73.72,0.9,0.9,-1.8,7.3,104.8257,102.39,98.15737,99.64787,99.69135,99.9493,100.6521,,,,,,247089.0,230383.0,75855.0,4.86,5.6177,5.8637,261.814209
1996-10-01,550.0,,,17.0,24.0,12.0,19.0,28.0,8.0,22.0,7.0,69.53,73.89,0.2,0.2,-1.7,7.4,104.7893,102.3341,98.02948,99.72057,99.81912,100.1077,100.6779,,,,,,247041.0,230371.0,75608.0,4.69,5.5448,6.0195,261.841461
1996-11-01,455.0,,,15.0,20.0,11.0,18.0,23.0,8.0,20.0,5.0,69.45,73.8,-0.1,-0.1,-0.5,8.6,104.4932,102.2207,97.9308,99.80312,99.92155,100.2829,100.6896,,,,,,248153.0,231253.0,77345.0,4.57,5.5,6.3858,286.363831
1996-12-01,446.0,,,14.0,21.0,9.0,21.0,21.0,6.0,18.0,3.0,69.37,73.72,-0.1,-0.1,-1.7,6.4,104.0188,102.0713,97.91286,99.89185,100.0164,100.4606,100.7027,,,,,,248126.0,230963.0,79436.0,4.5,5.5556,6.4316,294.159821
1997-01-01,536.0,,,17.0,26.0,10.0,26.0,26.0,8.0,20.0,4.0,69.45,73.63,0.1,-0.1,1.3,14.9,103.4315,101.8963,97.98091,99.99578,100.1206,100.6363,100.7222,,,,,,252910.0,236145.0,79894.0,4.39,5.5653,6.4149,306.611603
1997-02-01,477.0,,,19.0,27.0,13.0,26.0,28.0,11.0,20.0,7.0,69.59,73.78,0.2,0.2,1.3,12.9,102.8563,101.7135,98.12952,100.1232,100.2276,100.8043,100.7505,,,,,,254546.0,237719.0,79861.0,4.43,5.5102,6.2885,334.646271
1997-03-01,437.0,,,21.0,29.0,16.0,32.0,26.0,14.0,21.0,13.0,70.12,74.32,0.8,0.7,1.2,11.7,102.3284,101.5274,98.31406,100.2604,100.344,100.973,100.7799,,,,,,255424.0,238302.0,81143.0,4.5,5.6388,6.3041,336.248138
1997-04-01,470.0,,,22.0,31.0,17.0,35.0,27.0,14.0,23.0,12.0,70.2,74.39,0.1,0.1,0.5,9.1,101.7084,101.344,98.51031,100.4026,100.4641,101.154,100.7924,,,,,,257492.0,240567.0,80672.0,4.39,5.8301,6.4544,346.390167
1997-05-01,481.0,,,24.0,35.0,17.0,39.0,30.0,14.0,24.0,12.0,70.36,74.56,0.2,0.2,1.9,11.4,100.9585,101.1546,98.71889,100.5447,100.5692,101.3352,100.7768,,,,,,262508.0,245171.0,85957.0,4.3,5.8185,6.5321,358.928162
1997-06-01,418.0,,,24.0,33.0,18.0,38.0,27.0,16.0,24.0,15.0,70.02,74.21,-0.5,-0.5,1.2,7.6,100.1594,100.9328,98.93652,100.6809,100.6731,101.4845,100.7403,,,,,,260766.0,243434.0,85616.0,4.29,5.7945,6.6646,390.956116
1997-07-01,492.0,,,25.0,33.0,20.0,38.0,28.0,17.0,24.0,17.0,70.25,74.48,0.3,0.4,3.5,11.5,99.42525,100.6591,99.13729,100.8002,100.768,101.5734,100.6806,,,,,,263951.0,246752.0,84155.0,4.3,5.7451,7.0414,446.217712
1997-08-01,364.0,,,24.0,33.0,19.0,38.0,27.0,17.0,24.0,17.0,70.44,74.68,0.3,0.3,4.0,12.3,98.80666,100.3308,99.31574,100.8862,100.8562,101.5619,100.5917,,,,,,263330.0,246131.0,83279.0,4.36,5.7251,7.2435,394.014618
1997-09-01,475.0,,,24.0,31.0,20.0,36.0,26.0,19.0,24.0,17.0,71.07,75.37,0.9,0.9,3.7,11.7,98.31606,99.95911,99.46762,100.9439,100.9325,101.4696,100.4779,,,,,,262934.0,246009.0,83975.0,4.31,5.7239,7.2969,417.479706
1997-10-01,497.0,,,25.0,33.0,20.0,38.0,28.0,17.0,25.0,17.0,71.14,75.44,0.1,0.1,4.0,10.5,97.94942,99.55487,99.5894,100.9744,100.9796,101.3218,100.3357,,,,,,264814.0,247817.0,83797.0,4.44,5.7665,7.3561,390.057617
1997-11-01,471.0,,,26.0,34.0,20.0,38.0,31.0,16.0,26.0,17.0,71.17,75.47,0.0,0.0,3.5,8.7,97.68969,99.15258,99.70083,100.9722,100.9926,101.1482,100.1716,,,,,,266087.0,249022.0,84788.0,4.49,5.8406,7.6262,400.108917
1997-12-01,429.0,,,25.0,33.0,20.0,39.0,28.0,20.0,26.0,14.0,70.95,75.24,-0.3,-0.3,4.6,11.4,97.5218,98.78405,99.82516,100.936,100.9855,100.9679,100.0018,,,,,,276579.0,259092.0,94412.0,4.37,5.9068,7.7179,414.607239
1998-01-01,415.0,,,26.0,34.0,21.0,42.0,27.0,21.0,27.0,15.0,70.71,74.81,-0.3,-0.6,2.4,7.2,97.4436,98.45015,99.96973,100.8836,100.9632,100.7768,99.83931,,,,,,278050.0,261033.0,89719.0,4.26,5.6496,7.5854,434.101746
1998-02-01,423.0,,,27.0,36.0,21.0,43.0,29.0,19.0,27.0,16.0,71.11,75.22,0.6,0.5,2.7,9.2,97.49128,98.14388,100.1507,100.8152,100.9326,100.566,99.69048,,,,,,281939.0,264792.0,89233.0,4.24,5.6336,7.5439,485.696777
1998-03-01,538.0,,,31.0,43.0,23.0,51.0,35.0,22.0,28.0,20.0,71.7,75.85,0.8,0.8,2.5,8.6,97.67121,97.8666,100.3564,100.7125,100.8916,100.2998,99.54308,,,,,,283644.0,266815.0,92999.0,4.11,5.688,7.5668,511.153961
1998-04-01,502.0,,,31.0,42.0,24.0,50.0,34.0,22.0,27.0,24.0,71.88,76.04,0.3,0.3,3.1,10.9,97.93584,97.62882,100.5481,100.5729,100.8172,99.94729,99.38338,,,,,,287953.0,270903.0,93619.0,4.09,5.6863,7.5353,511.69397
1998-05-01,356.0,,,33.0,43.0,26.0,51.0,34.0,24.0,28.0,27.0,71.81,75.96,-0.1,-0.1,2.3,8.5,98.22526,97.438,100.7045,100.3983,100.6978,99.51815,99.21028,,,,,,298242.0,280833.0,101417.0,4.06,5.6922,7.4881,543.858032
1998-06-01,439.0,,,33.0,42.0,28.0,51.0,33.0,24.0,29.0,30.0,71.51,75.65,-0.4,-0.4,2.9,10.9,98.48689,97.29498,100.7923,100.2001,100.5354,99.06387,99.03088,,,,,,299984.0,282757.0,100417.0,4.02,5.6895,7.714,544.674866
1998-07-01,444.0,,,33.0,41.0,27.0,49.0,33.0,25.0,28.0,29.0,71.65,75.8,0.2,0.2,2.8,11.3,98.70759,97.19447,100.7936,100.0091,100.3306,98.66998,98.86476,,,,,,301350.0,284145.0,99094.0,3.95,5.6889,7.8062,557.848145
1998-08-01,326.0,,,30.0,37.0,26.0,46.0,27.0,23.0,27.0,28.0,71.66,75.8,0.0,0.0,1.6,10.2,98.90219,97.1428,100.7076,99.84957,100.0952,98.40437,98.73279,,,,,,295743.0,278768.0,98435.0,3.93,5.6815,7.7282,493.093445
1998-09-01,540.0,,,24.0,22.0,25.0,36.0,8.0,24.0,23.0,28.0,72.25,76.45,0.8,0.9,1.5,11.1,99.05746,97.15086,100.5445,99.75366,99.86393,98.2925,98.65772,,,,,,298989.0,282330.0,100487.0,3.93,5.4954,7.4677,423.900726
1998-10-01,364.0,,,14.0,0.0,22.0,21.0,-20.0,23.0,19.0,25.0,72.41,76.63,0.2,0.2,-1.3,5.6,99.1707,97.2429,100.3231,99.75584,99.65981,98.33811,98.65943,,,,,,299452.0,282758.0,102528.0,3.81,5.2731,7.2206,450.678406
1998-11-01,378.0,,,11.0,-5.0,21.0,15.0,-25.0,22.0,20.0,23.0,72.41,76.61,0.0,0.0,-1.9,4.7,99.24924,97.43259,100.1174,99.85917,99.50482,98.50723,98.74949,,,,,,299267.0,282626.0,103516.0,3.69,5.3232,6.9745,499.437317
1998-12-01,306.0,,,13.0,-2.0,23.0,16.0,-21.0,23.0,22.0,24.0,72.21,76.39,-0.3,-0.3,-2.4,6.5,99.31187,97.71648,99.95841,100.0269,99.4016,98.76112,98.91579,,,,,,299699.0,282829.0,104192.0,3.37,5.2276,6.4603,538.358215
1999-01-01,285.0,,,13.0,0.0,21.0,18.0,-17.0,21.0,23.0,20.0,72.25,76.06,0.1,-0.4,-1.9,6.5,99.39626,98.07774,99.86025,100.2337,99.34756,99.05157,99.145,,,,,,307721.0,291419.0,111802.0,3.1321,5.0041,5.9217,532.090027
1999-02-01,327.0,,,12.0,0.0,21.0,15.0,-15.0,20.0,23.0,18.0,72.61,76.44,0.5,0.5,-1.9,6.4,99.53124,98.48075,99.82024,100.4442,99.33452,99.32623,99.41199,,,,,,301945.0,285664.0,106832.0,3.0934,4.996,5.532,536.119995
1999-03-01,390.0,,,13.0,0.0,21.0,14.0,-15.0,20.0,23.0,22.0,73.24,77.11,0.9,0.9,-3.8,6.6,99.74239,98.87886,99.85559,100.6336,99.36629,99.55881,99.69677,,,,,,309078.0,292875.0,110667.0,3.0467,5.0066,5.4229,536.929993
1999-04-01,342.0,,,15.0,1.0,24.0,15.0,-13.0,22.0,24.0,26.0,73.4,77.28,0.2,0.2,-2.2,7.8,99.99721,99.25716,99.99493,100.7995,99.44348,99.7344,99.98619,,,,,,316966.0,300423.0,114165.0,2.6965,4.9983,5.3177,573.52002
1999-05-01,263.0,,,16.0,2.0,25.0,14.0,-9.0,23.0,25.0,27.0,73.42,77.31,0.0,0.0,-1.7,6.6,100.2447,99.59602,100.2262,100.9419,99.57824,99.85889,100.2607,,,,,,326720.0,310167.0,120599.0,2.579,5.0241,5.3488,554.059998
1999-06-01,364.0,,,16.0,3.0,25.0,12.0,-7.0,23.0,26.0,26.0,73.14,77.0,-0.4,-0.4,-0.7,9.0,100.4073,99.90296,100.5365,101.0502,99.76106,99.94814,100.5089,,,,,,320727.0,304138.0,117519.0,2.6267,5.1788,5.2211,561.190002
1999-07-01,281.0,,,20.0,11.0,26.0,19.0,3.0,23.0,27.0,26.0,73.06,76.92,-0.1,-0.1,-0.2,10.3,100.4106,100.1763,100.8998,101.1278,99.96661,100.0215,100.7161,,,,,,326908.0,310171.0,117431.0,2.6765,5.3095,5.1669,552.77002
1999-08-01,273.0,,,20.0,13.0,25.0,20.0,6.0,25.0,27.0,24.0,73.46,77.34,0.5,0.5,-1.1,7.0,100.2933,100.4168,101.2546,101.1843,100.2004,100.1077,100.8855,,,,,,330270.0,313787.0,117963.0,2.695,5.4499,5.2541,572.419983
1999-09-01,346.0,,,27.0,27.0,27.0,34.0,20.0,25.0,31.0,27.0,73.8,77.68,0.5,0.4,0.7,7.6,100.1281,100.625,101.5682,101.2337,100.455,100.2185,101.0345,,,,,,329706.0,313365.0,119154.0,2.7267,5.5656,5.4107,547.450012
1999-10-01,308.0,,,33.0,37.0,30.0,43.0,31.0,27.0,34.0,29.0,73.86,77.74,0.1,0.1,4.6,14.5,99.97215,100.8143,101.8416,101.2843,100.7195,100.361,101.1773,,,,,,329625.0,313243.0,118679.0,3.3757,6.1823,6.0256,571.820007
1999-11-01,332.0,,,34.0,38.0,32.0,48.0,28.0,29.0,34.0,33.0,73.95,77.84,0.1,0.1,4.0,14.6,99.86284,100.9937,102.079,101.3366,100.9708,100.534,101.3168,,,,,,333423.0,317059.0,119236.0,3.4677,6.1025,5.8725,602.109985
1999-12-01,329.0,,,35.0,37.0,34.0,49.0,24.0,32.0,34.0,34.0,73.7,77.58,-0.3,-0.3,3.3,11.6,99.80142,101.1591,102.2841,101.3727,101.1987,100.7148,101.4393,,,,,,330006.0,313011.0,118417.0,3.446,6.1264,6.0553,671.409973
2000-01-01,310.0,,,36.0,42.0,33.0,53.0,30.0,31.0,35.0,34.0,73.55,77.17,-0.2,-0.5,2.9,7.9,99.78369,101.3109,102.475,101.3663,101.406,100.8746,101.5317,73.9,69.7,80.3,73.8,,336729.0,320352.0,122345.0,3.3431,6.0392,6.1363,612.380005
2000-02-01,345.0,,,35.0,41.0,32.0,52.0,29.0,30.0,34.0,32.0,74.0,77.64,0.6,0.6,2.9,9.7,99.7786,101.417,102.6593,101.3013,101.6053,101.007,101.576,74.7,70.6,80.8,75.0,,343289.0,326992.0,124710.0,3.5368,6.0998,6.2378,664.280029
2000-03-01,365.0,,,35.0,41.0,31.0,53.0,30.0,30.0,32.0,30.0,74.66,78.33,0.9,0.9,3.6,10.6,99.74373,101.4703,102.8243,101.2056,101.7935,101.1041,101.5749,75.4,70.7,81.5,75.7,,350251.0,333840.0,127603.0,3.747,6.197,6.2284,662.289978
2000-04-01,306.0,,,36.0,45.0,30.0,55.0,34.0,28.0,32.0,29.0,74.78,78.46,0.2,0.2,3.8,9.8,99.62334,101.4736,102.952,101.0877,101.9744,101.1537,101.5269,76.1,71.2,81.2,75.7,,352646.0,336075.0,127135.0,3.9253,6.3119,6.2965,661.380005
2000-05-01,379.0,,,34.0,41.0,29.0,52.0,30.0,29.0,30.0,29.0,75.02,78.69,0.3,0.3,5.0,11.6,99.42539,101.431,103.0372,100.9421,102.1333,101.1633,101.4357,78.8,73.8,86.2,80.2,,359751.0,343038.0,133419.0,4.362,6.7557,6.3036,655.5
2000-06-01,336.0,,,34.0,40.0,31.0,51.0,29.0,31.0,31.0,30.0,74.94,78.62,-0.1,-0.1,4.4,9.1,99.17046,101.3629,103.084,100.7777,102.2496,101.13,101.3102,76.8,72.1,81.5,75.6,,344705.0,327856.0,127929.0,4.5017,6.7901,6.2268,672.140015
2000-07-01,356.0,,,32.0,37.0,30.0,47.0,26.0,29.0,30.0,30.0,74.75,78.41,-0.3,-0.3,4.2,5.2,98.84561,101.2679,103.0866,100.5951,102.3284,101.0341,101.1497,78.0,73.1,83.6,78.3,,346725.0,330046.0,131170.0,4.5829,6.7319,6.1925,668.179993
2000-08-01,452.0,,,31.0,33.0,30.0,43.0,24.0,29.0,30.0,30.0,75.08,78.75,0.4,0.4,5.5,12.9,98.46908,101.1604,103.0512,100.3799,102.3477,100.8515,100.9528,79.1,74.4,85.1,78.6,,349633.0,333137.0,125493.0,4.7771,6.6914,6.2175,689.52002
2000-09-01,354.0,,,30.0,30.0,30.0,40.0,20.0,29.0,29.0,31.0,75.99,79.7,1.2,1.2,3.6,5.2,98.07899,101.0447,102.9887,100.1293,102.2977,100.57,100.7208,79.4,74.6,85.1,79.8,,350325.0,333899.0,129302.0,4.8528,6.6742,6.2057,661.52002
2000-10-01,440.0,,,32.0,32.0,31.0,41.0,22.0,30.0,32.0,32.0,76.12,79.84,0.2,0.2,5.9,12.3,97.74408,100.9153,102.8931,99.82663,102.1712,100.2071,100.4552,80.3,75.3,86.8,80.7,,351776.0,335602.0,129684.0,5.0413,6.7784,6.1627,680.559998
2000-11-01,495.0,,,30.0,29.0,30.0,38.0,20.0,29.0,30.0,31.0,76.11,79.83,0.0,0.0,4.3,8.5,97.4915,100.7658,102.7559,99.48214,101.9638,99.80268,100.162,80.3,75.8,87.3,82.2,,365117.0,348914.0,134382.0,5.092,6.7517,6.0863,649.919983
2000-12-01,360.0,,,31.0,29.0,32.0,38.0,20.0,30.0,31.0,36.0,75.66,79.36,-0.6,-0.6,3.3,7.7,97.29028,100.5917,102.5735,99.11117,101.6636,99.4086,99.8468,80.8,75.9,89.4,82.9,,359124.0,342455.0,131971.0,4.9392,6.5451,5.9554,637.599976
2001-01-01,447.0,,,26.0,22.0,28.0,34.0,10.0,29.0,29.0,27.0,76.31,79.25,0.9,-0.1,1.6,5.2,97.13235,100.3794,102.3462,98.77273,101.2791,99.05948,99.53506,79.9,75.3,86.7,82.2,,368142.0,352451.0,125830.0,4.7707,5.6982,5.8458,639.97998
2001-02-01,451.0,,,20.0,13.0,26.0,28.0,-3.0,30.0,26.0,22.0,76.98,79.91,0.9,0.8,0.6,5.9,97.03899,100.16,102.0693,98.51316,100.8341,98.78051,99.25975,78.6,75.1,85.3,81.6,,370373.0,354816.0,125577.0,4.7558,5.3482,5.7565,597.330017
2001-03-01,453.0,,,14.0,-1.0,23.0,19.0,-20.0,29.0,22.0,19.0,77.7,80.67,0.9,1.0,-1.1,4.7,97.00073,99.94134,101.7448,98.34508,100.3631,98.58592,99.03609,78.3,73.9,85.6,81.2,,373665.0,358217.0,128727.0,4.7086,4.964,5.5513,558.359985
2001-04-01,427.0,,,6.0,-16.0,21.0,2.0,-35.0,29.0,19.0,15.0,78.13,81.12,0.6,0.6,-2.9,3.8,96.96481,99.71705,101.386,98.26022,99.89239,98.46149,98.8616,77.5,73.2,85.5,80.7,,384424.0,368994.0,130037.0,4.682,4.6139,5.4045,593.090027
2001-05-01,544.0,,,5.0,-20.0,21.0,-6.0,-34.0,29.0,19.0,15.0,78.39,81.39,0.3,0.3,-3.3,4.6,96.89915,99.49319,100.9935,98.23349,99.44302,98.37933,98.72942,76.6,73.2,84.6,80.7,,389683.0,374345.0,135714.0,4.6367,4.1037,5.2486,585.150024
2001-06-01,440.0,,,1.0,-26.0,18.0,-14.0,-37.0,26.0,17.0,13.0,78.09,81.07,-0.4,-0.4,-3.2,5.1,96.81035,99.26218,100.5683,98.21012,99.02455,98.32021,98.60658,76.5,73.0,84.5,81.1,,380253.0,365060.0,137391.0,4.4536,3.8341,5.2585,573.5
2001-07-01,540.0,,,0.0,-27.0,17.0,-18.0,-35.0,24.0,17.0,11.0,77.98,80.99,-0.1,-0.1,-4.5,5.2,96.71117,99.04094,100.1257,98.1655,98.66712,98.29727,98.49088,76.0,71.8,84.1,79.9,,373899.0,359357.0,132235.0,4.4671,3.7511,5.2544,548.719971
2001-08-01,520.0,,,-3.0,-33.0,17.0,-26.0,-40.0,23.0,17.0,10.0,78.27,81.28,0.4,0.4,-3.9,5.9,96.64568,98.83575,99.70671,98.10251,98.3937,98.33603,98.3929,75.4,72.5,82.6,80.8,,380368.0,366492.0,132829.0,4.3535,3.566,4.9966,523.630005
2001-09-01,462.0,,,-4.0,-35.0,17.0,-31.0,-39.0,23.0,18.0,10.0,79.23,82.27,1.2,1.2,-5.2,2.0,96.64861,98.66222,99.35918,98.06171,98.21787,98.4554,98.3354,74.8,70.9,82.5,79.0,,380628.0,367403.0,137144.0,3.9829,3.0346,4.7295,453.869995
2001-10-01,589.0,,,-3.0,-35.0,18.0,-25.0,-45.0,25.0,19.0,10.0,79.15,82.18,-0.1,-0.1,-7.5,0.2,96.74061,98.54493,99.1349,98.11282,98.17143,98.68472,98.35954,76.0,72.0,83.2,80.1,,385018.0,372919.0,136739.0,3.5999,2.4001,4.4282,460.329987
2001-11-01,530.0,,,-4.0,-37.0,19.0,-28.0,-46.0,27.0,19.0,11.0,79.05,82.08,-0.1,-0.1,-8.1,0.4,96.91889,98.49537,99.0487,98.28177,98.25268,99.04439,98.47874,75.6,71.4,83.4,78.8,,398728.0,387584.0,142776.0,3.3857,2.103,3.9967,492.670013
2001-12-01,431.0,,,-1.0,-33.0,21.0,-30.0,-35.0,26.0,23.0,13.0,78.81,81.84,-0.3,-0.3,-8.4,-0.2,97.15714,98.51952,99.08372,98.54745,98.43924,99.48449,98.6738,74.0,70.9,81.4,78.8,,403985.0,395416.0,150975.0,3.3449,1.9243,4.0506,506.779999
2002-01-01,602.0,,,2.0,-23.0,19.0,-34.0,-12.0,24.0,26.0,6.0,79.38,82.37,0.7,0.6,-6.7,3.4,97.42912,98.61971,99.18106,98.85529,98.68614,99.943,98.90765,75.4,71.8,81.9,78.9,,415321.0,403962.0,147233.0,3.3388,1.8206,4.0468,500.920013
2002-02-01,520.0,,,4.0,-14.0,15.0,-34.0,5.0,21.0,26.0,0.0,79.81,82.82,0.5,0.5,-4.4,4.2,97.74155,98.78189,99.2863,99.14733,98.95539,100.3476,99.14635,76.9,72.4,83.3,79.7,,414320.0,402277.0,146761.0,3.3571,1.9032,4.0527,494.910004
2002-03-01,506.0,,,1.0,-14.0,10.0,-41.0,13.0,15.0,24.0,-8.0,80.52,83.55,0.9,0.9,-4.4,6.7,98.10043,98.96443,99.36547,99.3671,99.18086,100.6333,99.35208,76.7,73.6,82.7,81.5,,417292.0,404562.0,146263.0,3.3908,1.9879,4.1305,531.210022
2002-04-01,486.0,,,-4.0,-19.0,5.0,-46.0,9.0,9.0,22.0,-15.0,80.9,83.94,0.5,0.5,-3.6,6.8,98.44571,99.13952,99.38145,99.45882,99.31316,100.7619,99.47768,77.7,73.6,83.2,80.4,,421433.0,408337.0,149812.0,3.4069,1.967,4.1732,511.279999
2002-05-01,532.0,,,-9.0,-22.0,0.0,-50.0,6.0,3.0,20.0,-24.0,80.92,83.96,0.0,0.0,-4.4,5.6,98.75486,99.2778,99.31407,99.4026,99.34082,100.735,99.50424,76.6,73.8,80.5,80.1,,430461.0,416771.0,152878.0,3.4671,1.9052,4.1537,484.549988
2002-06-01,535.0,,,-15.0,-28.0,-5.0,-55.0,-2.0,-2.0,17.0,-31.0,80.65,83.66,-0.3,-0.4,-4.3,4.1,99.03095,99.35374,99.1609,99.20714,99.26866,100.5723,99.44305,79.1,75.3,85.0,83.6,,422261.0,407919.0,152284.0,3.464,1.8776,4.1776,439.660004
2002-07-01,672.0,,,-20.0,-37.0,-9.0,-62.0,-11.0,-7.0,15.0,-36.0,80.54,83.55,-0.1,-0.1,-5.1,3.3,99.27291,99.37997,98.96198,98.92509,99.12338,100.3114,99.3259,78.6,74.9,83.2,81.9,,422231.0,407474.0,148683.0,3.41,1.8485,4.0605,363.589996
2002-08-01,493.0,,,-25.0,-44.0,-12.0,-69.0,-20.0,-9.0,14.0,-41.0,80.81,83.84,0.3,0.3,-1.2,12.9,99.50003,99.36931,98.7447,98.6237,98.93748,100.0178,99.18934,78.9,75.0,83.7,82.7,,422785.0,407695.0,146604.0,3.3519,1.7749,3.9865,371.589996
2002-09-01,575.0,,,-30.0,-53.0,-15.0,-77.0,-29.0,-13.0,11.0,-43.0,81.69,84.74,1.1,1.1,-3.9,5.8,99.74023,99.33364,98.52849,98.34384,98.74153,99.73026,99.05585,79.2,75.2,84.6,82.9,,426220.0,410861.0,149836.0,3.3101,1.8046,3.9887,296.359985
2002-10-01,703.0,,,-31.0,-55.0,-15.0,-81.0,-29.0,-13.0,9.0,-42.0,81.49,84.59,-0.2,-0.2,-5.6,4.9,100.0019,99.29033,98.34116,98.12337,98.56255,99.46375,98.94353,79.1,75.4,85.2,83.4,,426814.0,411234.0,147473.0,3.2613,1.7845,3.964,342.839996
2002-11-01,586.0,,,-28.0,-50.0,-14.0,-77.0,-24.0,-14.0,11.0,-39.0,81.25,84.34,-0.3,-0.3,-3.5,5.2,100.2814,99.26091,98.17165,97.97747,98.43316,99.23611,98.8585,80.6,76.2,85.4,83.7,,434959.0,419144.0,148524.0,3.1241,1.4559,3.9714,361.98999
2002-12-01,561.0,,,-25.0,-45.0,-11.0,-72.0,-19.0,-12.0,11.0,-33.0,80.97,84.05,-0.3,-0.3,-4.6,3.0,100.5422,99.25864,97.98755,97.8793,98.37528,99.0454,98.7841,80.1,74.5,84.7,82.2,,432840.0,415875.0,152526.0,2.941,1.4066,4.0178,322.730011
2003-01-01,657.0,,,-29.0,-55.0,-12.0,-79.0,-30.0,-14.0,7.0,-31.0,81.25,84.06,0.3,0.0,-7.1,0.5,100.7664,99.2857,97.77234,97.8074,98.39149,98.87828,98.71127,80.7,75.6,85.6,83.0,4.84,441754.0,426609.0,149221.0,2.8318,1.3667,3.9826,294.940002
