,Bankruptcies,BusinessOutlook_Industry,BusinessOutlook_Retail,Consumentenvertrouwen_1,EconomischKlimaat_2,Koopbereidheid_3,EconomischeSituatieLaatste12Maanden_4,EconomischeSituatieKomende12Maanden_5,FinancieleSituatieLaatste12Maanden_6,FinancieleSituatieKomende12Maanden_7,GunstigeTijdVoorGroteAankopen_8,CPI_1,CPIAfgeleid_2,MaandmutatieCPI_3,MaandmutatieCPIAfgeleid_4,ProducerConfidence_1,ExpectedActivity_2,CHN,JPN,FRA,USA,DEU,CAN,G20,IMP_advanceEconomies,EXP_advancedEconomies,IMP_EuroArea,Exp_EuroArea,InterestRatesNLD,M3_1,M3_2,M1,EA,US,UK,AEX_close
2009-12-01,836.0,,,-7.0,-10.0,-4.0,-50.0,30.0,-11.0,5.0,-6.0,90.08,92.37,-0.6,-0.6,-10.9,-1.5,101.367,99.17947,99.85499,98.83603,100.1078,101.1257,100.3848,94.5,93.7,94.9,94.1,4.83,730612.0,689803.0,231733.0,0.712,0.253,0.6054,335.329987
2010-01-01,789.0,,,-4.0,-6.0,-3.0,-46.0,34.0,-10.0,8.0,-7.0,90.05,92.15,0.0,-0.2,-9.0,-0.1,101.3113,99.43326,99.93804,99.19196,100.4227,101.3973,100.5694,94.7,94.1,95.8,94.0,4.78,731509.0,691609.0,237612.0,0.6798,0.2501,0.6127,327.899994
2010-02-01,811.0,,,-6.0,-9.0,-4.0,-46.0,28.0,-10.0,8.0,-10.0,90.69,92.8,0.7,0.7,-7.5,0.6,101.1394,99.63634,99.94551,99.45592,100.7237,101.5688,100.6736,95.5,95.0,95.1,94.5,4.73,743000.0,702943.0,248796.0,0.6617,0.2505,0.6331,317.73999
2010-03-01,996.0,,,-6.0,-8.0,-4.0,-42.0,25.0,-10.0,8.0,-11.0,91.77,93.9,1.2,1.2,-5.8,7.7,100.9194,99.79129,99.93079,99.63177,101.0256,101.6489,100.723,97.9,97.4,98.7,97.9,4.67,744161.0,703660.0,251871.0,0.645,0.2684,0.6455,344.220001
2010-04-01,778.0,,,-7.0,-7.0,-6.0,-32.0,18.0,-11.0,6.0,-14.0,92.08,94.2,0.3,0.3,-4.2,12.7,100.6587,99.89563,99.92467,99.70278,101.3151,101.6304,100.7163,97.2,97.5,97.8,97.8,4.63,746869.0,706356.0,250785.0,0.6447,0.3116,0.6568,345.910004
2010-05-01,603.0,,,-9.0,-9.0,-9.0,-27.0,9.0,-13.0,3.0,-19.0,92.04,94.15,0.0,-0.1,-2.2,10.6,100.3779,99.94926,99.96087,99.67941,101.572,101.5277,100.6642,100.9,99.9,101.1,100.0,4.56,760119.0,718931.0,255083.0,0.6865,0.4585,0.6975,320.700012
2010-06-01,990.0,,,-13.0,-18.0,-10.0,-34.0,-2.0,-11.0,1.0,-20.0,91.6,93.7,-0.5,-0.5,-3.5,9.2,100.1318,99.97147,100.0754,99.60159,101.8122,101.3692,100.6014,102.1,100.9,101.2,100.8,4.52,763883.0,722454.0,254614.0,0.7276,0.5369,0.7284,316.809998
2010-07-01,735.0,,,-11.0,-14.0,-9.0,-28.0,1.0,-9.0,1.0,-19.0,91.34,93.44,-0.3,-0.3,-4.8,5.4,99.9805,99.97683,100.2901,99.5345,102.0508,101.2122,100.5684,101.0,101.2,100.2,101.0,4.48,766228.0,724311.0,253613.0,0.8488,0.5103,0.736,330.640015
2010-08-01,800.0,,,-7.0,-7.0,-7.0,-21.0,6.0,-9.0,2.0,-15.0,91.48,93.58,0.2,0.1,-2.6,11.2,99.93863,99.979,100.5901,99.52859,102.2752,101.1082,100.5876,101.6,101.4,100.4,101.3,4.45,769765.0,728167.0,253895.0,0.8955,0.3625,0.7333,316.470001
2010-09-01,706.0,,,-8.0,-7.0,-9.0,-22.0,7.0,-11.0,0.0,-17.0,92.05,94.17,0.6,0.6,-2.9,10.4,99.9921,99.98145,100.9438,99.5961,102.473,101.081,100.6568,101.3,101.3,100.5,101.8,4.38,756696.0,715288.0,258134.0,0.8805,0.2914,0.7286,334.390015
2010-10-01,766.0,,,-7.0,-3.0,-9.0,-18.0,12.0,-11.0,1.0,-16.0,92.13,94.27,0.1,0.1,-2.5,8.6,100.1134,100.0051,101.3102,99.72475,102.6379,101.1239,100.7619,102.2,103.8,102.2,104.3,4.35,753191.0,711617.0,253237.0,0.9977,0.2888,0.7384,337.230011
2010-11-01,870.0,,,-3.0,4.0,-7.0,-10.0,17.0,-10.0,1.0,-12.0,92.02,94.16,-0.1,-0.1,-2.6,8.5,100.2403,100.0643,101.6507,99.90531,102.76,101.2078,100.88,103.3,103.7,104.7,104.4,4.32,756346.0,714758.0,257812.0,1.042,0.2871,0.739,327.410004
2010-12-01,647.0,,,-7.0,-4.0,-9.0,-17.0,9.0,-12.0,-2.0,-12.0,91.82,93.96,-0.2,-0.2,-0.1,5.1,100.3378,100.1366,101.9246,100.0981,102.8269,101.2979,100.9828,102.4,103.7,102.1,102.3,4.35,751026.0,708257.0,262292.0,1.0217,0.3027,0.7492,354.570007
2011-01-01,726.0,,,-4.0,4.0,-9.0,-12.0,20.0,-13.0,-1.0,-14.0,91.72,93.8,-0.1,-0.2,-0.2,3.9,100.4211,100.1931,102.1116,100.2621,102.8291,101.3453,101.054,104.5,105.6,103.4,104.1,4.39,749133.0,707332.0,256053.0,1.0172,0.3034,0.7692,360.75
2011-02-01,784.0,,,0.0,12.0,-7.0,-5.0,28.0,-12.0,2.0,-12.0,92.41,94.5,0.8,0.7,-1.2,4.4,100.4945,100.2048,102.1846,100.3617,102.7533,101.2982,101.0726,103.1,105.4,103.5,104.7,4.41,753882.0,712025.0,258851.0,1.0867,0.3119,0.7996,369.130005
2011-03-01,884.0,,,1.0,12.0,-7.0,-2.0,26.0,-12.0,3.0,-12.0,93.46,95.54,1.1,1.1,3.0,10.0,100.5524,100.1773,102.1446,100.3609,102.5944,101.1417,101.0304,103.7,104.5,102.8,105.0,4.5,753383.0,711394.0,259325.0,1.1755,0.3084,0.8091,365.619995
2011-04-01,696.0,,,-2.0,9.0,-9.0,-3.0,21.0,-14.0,3.0,-16.0,93.96,96.01,0.5,0.5,1.6,12.5,100.5625,100.1283,102.0129,100.2568,102.3536,100.8992,100.9246,102.7,103.7,103.4,105.2,4.59,760492.0,718153.0,256294.0,1.3212,0.2814,0.821,359.940002
2011-05-01,893.0,,,-4.0,3.0,-9.0,-7.0,14.0,-15.0,2.0,-15.0,94.03,96.05,0.1,0.0,-0.1,11.9,100.5311,100.0677,101.8256,100.0613,102.0392,100.6043,100.7664,104.4,104.3,103.3,105.1,4.64,770910.0,728397.0,265126.0,1.4251,0.2607,0.8235,349.440002
2011-06-01,674.0,,,-6.0,-4.0,-8.0,-12.0,3.0,-13.0,2.0,-13.0,93.57,95.58,-0.5,-0.5,-1.1,10.2,100.4544,100.0207,101.5897,99.79648,101.6581,100.3117,100.5687,103.1,103.5,102.5,105.3,4.64,768324.0,725163.0,266655.0,1.4886,0.2478,0.8251,339.649994
2011-07-01,703.0,,,-8.0,-8.0,-8.0,-14.0,-1.0,-12.0,2.0,-13.0,94.04,96.0,0.5,0.4,-4.9,4.2,100.3256,99.98032,101.3141,99.51202,101.2273,100.0524,100.3491,104.1,105.7,103.3,105.2,4.67,772988.0,729410.0,260363.0,1.5976,0.2499,0.8289,329.220001
2011-08-01,799.0,,,-16.0,-26.0,-9.0,-31.0,-21.0,-13.0,-2.0,-13.0,94.19,96.15,0.2,0.2,-5.9,4.3,100.1384,99.92732,101.0003,99.27126,100.7898,99.84045,100.1297,104.9,106.2,104.2,106.4,4.64,779517.0,736306.0,264087.0,1.5521,0.2932,0.8578,292.929993
2011-09-01,793.0,,,-27.0,-48.0,-13.0,-53.0,-43.0,-16.0,-7.0,-17.0,94.53,96.48,0.4,0.3,-3.3,5.2,99.92548,99.87498,100.6907,99.14385,100.4082,99.69093,99.94743,103.6,106.1,102.9,105.9,4.57,782909.0,739234.0,267203.0,1.5365,0.3502,0.9181,280.179993
2011-10-01,799.0,,,-34.0,-61.0,-16.0,-66.0,-57.0,-18.0,-12.0,-18.0,94.57,96.52,0.0,0.0,-5.8,2.8,99.7252,99.85734,100.4155,99.1609,100.1263,99.5991,99.8286,104.1,106.5,101.7,104.3,4.51,781231.0,737121.0,264705.0,1.5759,0.4065,0.9699,307.5
2011-11-01,1022.0,,,-35.0,-64.0,-15.0,-68.0,-61.0,-16.0,-12.0,-17.0,94.28,96.23,-0.3,-0.3,-7.6,-4.8,99.57126,99.86419,100.1817,99.30244,99.95414,99.55997,99.7753,103.4,105.8,101.5,106.0,4.53,782692.0,738508.0,263721.0,1.4847,0.4753,1.0118,299.679993
2011-12-01,758.0,,,-36.0,-65.0,-17.0,-71.0,-60.0,-18.0,-15.0,-19.0,94.04,95.98,-0.3,-0.3,-4.0,3.3,99.47606,99.88413,100.007,99.51639,99.88534,99.55405,99.77147,103.2,106.1,100.4,104.6,4.54,796333.0,751130.0,272428.0,1.4261,0.5557,1.0615,312.470001
2012-01-01,1021.0,-19.4,-17.9,-37.0,-66.0,-18.0,-73.0,-59.0,-17.0,-16.0,-19.0,93.99,95.83,-0.1,-0.2,-5.2,1.8,99.44932,99.90781,99.90428,99.73031,99.86969,99.56317,99.79294,103.7,106.2,98.8,104.8,4.52,800445.0,756231.0,267208.0,1.2222,0.5659,1.0871,318.470001
2012-02-01,944.0,-14.9,-10.8,-36.0,-61.0,-19.0,-72.0,-50.0,-19.0,-16.0,-22.0,94.7,96.55,0.8,0.8,-4.6,0.9,99.48215,99.91216,99.86537,99.87999,99.86131,99.56372,99.81126,103.3,106.3,101.3,105.7,4.51,807239.0,763096.0,265221.0,1.0483,0.5032,1.0725,324.25
2012-03-01,915.0,-12.4,-9.1,-36.0,-60.0,-20.0,-71.0,-49.0,-21.0,-17.0,-23.0,95.78,97.66,1.1,1.1,-5.9,1.5,99.53484,99.88937,99.85045,99.93862,99.81797,99.54262,99.80525,103.6,106.1,100.2,105.7,4.43,817918.0,773554.0,270287.0,0.8585,0.4733,1.0376,323.51001
2012-04-01,864.0,-12.4,-23.8,-32.0,-51.0,-19.0,-67.0,-36.0,-21.0,-14.0,-22.0,96.17,98.06,0.4,0.4,-6.9,-1.7,99.59072,99.83521,99.81076,99.90973,99.71306,99.48961,99.76834,103.4,105.8,99.8,105.4,4.37,815598.0,771041.0,269856.0,0.7443,0.4668,1.0179,308.299988
2012-05-01,1022.0,-17.1,-25.8,-34.0,-54.0,-21.0,-70.0,-38.0,-21.0,-18.0,-23.0,96.03,97.91,-0.1,-0.2,-8.0,-1.5,99.66333,99.7544,99.72866,99.81665,99.54482,99.41049,99.71369,104.8,107.8,101.1,107.1,4.33,835100.0,790233.0,282660.0,0.6849,0.4665,1.005,290.089996
2012-06-01,891.0,-17.4,-26.3,-37.0,-59.0,-22.0,-74.0,-44.0,-22.0,-21.0,-24.0,95.57,97.44,-0.5,-0.5,-7.9,-2.4,99.74448,99.65543,99.59314,99.7001,99.33042,99.31916,99.6556,104.1,106.7,99.5,105.4,4.33,831574.0,785966.0,288850.0,0.6589,0.4656,0.9498,307.309998
2012-07-01,1087.0,-17.8,-22.5,-33.0,-50.0,-21.0,-67.0,-32.0,-22.0,-17.0,-25.0,96.2,98.02,0.7,0.6,-7.6,0.5,99.83131,99.55294,99.41785,99.61107,99.11044,99.24009,99.61315,104.2,106.7,99.5,105.8,4.22,843178.0,797426.0,292789.0,0.497,0.4536,0.8173,326.470001
2012-08-01,822.0,-14.7,-18.9,-31.0,-47.0,-21.0,-65.0,-28.0,-22.0,-16.0,-26.0,96.32,98.15,0.1,0.1,-6.4,1.3,99.91851,99.45687,99.22722,99.57658,98.9268,99.18938,99.59615,104.4,107.4,100.8,107.9,4.2,846322.0,800659.0,292913.0,0.3324,0.4326,0.7048,329.279999
2012-09-01,890.0,-16.0,-17.1,-28.0,-40.0,-20.0,-60.0,-21.0,-21.0,-16.0,-24.0,96.72,98.55,0.4,0.4,-8.1,-1.1,100.0122,99.37883,99.03213,99.60959,98.81313,99.1692,99.61156,104.5,106.5,97.4,105.4,4.16,837511.0,791991.0,289416.0,0.2463,0.3856,0.648,323.179993
2012-10-01,1092.0,-16.6,-15.1,-29.0,-39.0,-23.0,-59.0,-18.0,-22.0,-17.0,-29.0,97.29,98.43,0.6,-0.1,-9.5,-5.5,100.1299,99.33843,98.85631,99.68399,98.78984,99.17094,99.65756,102.9,105.4,98.7,105.8,4.1,832228.0,786890.0,287900.0,0.2079,0.3305,0.544,330.76001
2012-11-01,967.0,-18.7,-16.5,-33.0,-47.0,-24.0,-64.0,-31.0,-21.0,-23.0,-28.0,96.89,98.03,-0.4,-0.4,-9.9,-6.2,100.2798,99.35355,98.71815,99.7816,98.86225,99.20081,99.73067,103.1,105.8,97.2,104.7,4.03,832705.0,787422.0,293742.0,0.192,0.311,0.5245,336.549988
2012-12-01,833.0,-21.6,-23.9,-38.0,-57.0,-25.0,-71.0,-44.0,-21.0,-25.0,-28.0,96.76,97.9,-0.1,-0.1,-8.9,-2.2,100.4474,99.44021,98.61101,99.90484,99.00449,99.25524,99.82475,102.9,105.9,97.8,105.0,4.09,806866.0,760353.0,274570.0,0.1855,0.3095,0.5185,342.709991
2013-01-01,1104.0,-19.6,-25.0,-37.0,-58.0,-23.0,-73.0,-43.0,-20.0,-23.0,-26.0,96.78,97.35,0.0,-0.6,-9.1,-2.3,100.6094,99.59227,98.52338,100.0479,99.18336,99.32545,99.92667,103.9,106.7,99.4,105.5,4.03,825345.0,780385.0,275174.0,0.2049,0.3026,0.5123,354.350006
2013-02-01,1063.0,-16.7,-25.1,-41.0,-61.0,-27.0,-77.0,-46.0,-28.0,-26.0,-28.0,97.54,98.09,0.8,0.8,-5.7,5.4,100.7453,99.8105,98.46764,100.1935,99.36327,99.38861,100.0258,103.4,106.1,97.7,104.3,4.03,825566.0,780615.0,273499.0,0.2234,0.2905,0.5099,340.529999
